"","SAL_WT","SAL_KO","RO_WT","RO_KO","RO_RAP_WT","RO_RAP_KO"
"Arhgef28",1224.47768894412,830.738973260824,1193.79753508011,629.619240324321,1461.62116607233,565.90664997822
"Fez2",1223.80862250299,1038.15948711644,1216.3209316689,963.560936849927,1153.08162291502,574.828749619577
"Chchd4",1223.2884387108,778.769268527828,1409.63396902699,977.475174205161,1124.62916678563,489.231067432387
"Asxl1",1223.040570987,1021.46494054065,1292.04447900897,1787.97950014752,1223.76269314089,691.876134744959
"Neurod2",1222.28280314214,819.551476472639,1052.45068115003,1026.17500494848,1111.76542878288,661.938644842879
"Scaf8",1221.96017951084,1001.48114887035,1340.18758876601,1248.80280263222,1274.98226950145,634.94350276341
"Ide",1221.28907294191,984.127818496832,1423.42528688821,1238.36712461579,1483.42520440487,631.813941541354
"St6gal2",1220.88922946585,764.107233382345,1196.85544794614,1137.48890379035,986.008913573382,595.709882777873
"Pnkd",1220.8833772216,1020.07132585895,910.197268898718,1175.75305651724,1327.83543741673,823.370246494037
"Rpl10",1220.47875168569,525.362185269027,1416.23344439691,1294.02407403673,1104.94160633876,449.435891252335
"Ndufa12",1220.29421225058,675.279829986213,1716.09810650773,963.560936849927,1139.34273996946,404.574040462811
"Llgl1",1219.92723455302,865.058234539191,1260.04668117906,500.91254478841,1090.15211566381,492.784252691598
"Arfgap2",1219.16361512688,1088.04103921744,1155.55426116186,1123.57466643511,1146.02438444368,706.901379014912
"Prkcsh",1218.99334550747,1029.95878350767,1043.87692362341,991.389411560395,1503.81617796981,683.508028702471
"Ssh2",1218.51912098247,950.655933012963,1470.77058907415,1746.23678808182,1282.70419766972,627.412170603349
"Ccng1",1216.98556084117,750.825122655909,1228.08674059287,1172.27449717843,1319.56763756685,588.662598867777
"Vps28",1216.80684462254,789.839074269555,1072.27551583759,838.332800652825,1239.8142419122,535.199059133125
"Kbtbd7",1216.55827932174,986.256107746599,1053.47461872803,1502.73763436523,1263.47051176938,640.604436489077
"Osbpl2",1216.4346706234,960.594316767276,1209.43605870077,1060.96059833656,1090.65556778536,593.04398525642
"Ddah1",1214.90040605162,817.820044519695,976.534970107188,688.754749084064,1276.19492898823,718.746213141027
"Ppp2r2d",1214.79105885202,864.261109653126,1268.19303299402,1151.40314114558,1131.31084368716,528.400498823713
"Golph3",1214.46274302257,836.816770794745,858.631688970685,1207.06009056652,1248.63434165639,689.039056445576
"Kat5",1214.04298319437,834.544858420383,1049.78205834303,633.097799663129,1290.79535366978,574.452066697359
"Atpif1",1213.74632283607,874.005118186429,1652.20377040496,1380.98805750694,1041.57036945321,455.130505570219
"Ncoa3",1212.94995758186,1050.67159932897,1365.73805228959,1137.48890379035,1359.17136499977,685.091405595975
"Itgb5",1212.26005423253,895.638932959737,990.180122546904,500.91254478841,1428.32501603844,623.618750151373
"Arhgap12",1212.11802901519,1056.88450125141,1384.12489467994,1207.06009056652,1191.21649313475,611.899687847814
"Zfp239",1211.68071510613,954.832303605208,1099.80697560106,820.940003958783,1188.54599115401,678.500408214515
"Arxes2",1211.09333404168,1052.0460787472,892.108342136452,1297.50263337553,1237.56065962176,675.943905933627
"Slc20a2",1210.69389095003,1060.06808588319,965.494381925093,768.761613876657,1163.61214976761,697.1262554818
"Sertm1",1210.51956876401,700.852195407985,1105.05656010347,740.93313916619,1047.16928007859,524.831594808041
"Zswim6",1210.36465232622,932.53491670414,1419.58813436855,994.867970899203,1417.51375414046,552.699917606035
"Nadk2",1210.15438103883,868.820874792361,1440.12791795225,845.289919330442,1195.30041624843,517.306606663816
"Kcnt2",1210.03928755055,893.269647211321,1295.13859692635,2142.79255270598,1123.26218367555,548.629346871112
"Hadha",1209.6118223729,999.318053722832,1175.70299078881,1022.69644560967,1376.50663030749,661.785638687157
"Ankle2",1208.98015295172,969.97636734277,1120.96971015787,1332.28822676362,1337.61325922024,674.691360177859
"Sema5a",1207.73636459573,957.423902884735,1314.71289280567,1269.67415866507,1241.64117142546,733.156817681452
"Arl6ip5",1207.72066770978,975.113790483298,1109.0490916898,1349.68102345766,1138.49822445003,730.86446252745
"Med14",1207.61894076523,854.124914786455,1100.73154027674,862.682716024484,1400.25005732446,562.864811253802
"Rer1",1205.45763835375,811.796588567094,1105.97454042306,956.603818172311,1080.51128779523,492.071143684446
"Acp2",1204.79396494208,907.626321969463,984.609486895748,1116.6175477575,1084.77882905159,675.308562023708
"Rai1",1203.46627037421,1060.63713358904,1250.91490578853,1273.15271800388,1269.83593644381,713.228032489065
"Spns1",1203.33077564277,984.868137882088,1018.95787239261,831.375681975208,1323.00258510842,653.813013136421
"Slc32a1",1203.24587604959,908.203998712766,962.431339370201,1008.78220825444,1155.4182796444,550.664419594775
"Rnf19b",1201.78529490024,949.602121835406,1127.59853760037,1081.83195436941,1338.55232328579,630.80730471863
"Khdrbs1",1201.6233000279,1057.54609819087,1163.30204147461,1311.41687073077,1197.43294683004,673.26128147096
"Efna3",1200.90313977535,682.165179113074,905.410038017238,713.104664455723,1023.60480252874,572.003892050658
"Gpr153",1200.79212933211,781.413754338646,1236.4353701453,612.226443630279,964.437422224582,553.556491976057
"Mrpl9",1199.09899068029,929.806364168807,1245.61517769801,897.468309412568,1186.99200382343,549.36448682908
"AU040320",1198.78734777167,926.862509757426,1014.72771507818,852.247038008059,1348.81659452915,698.753640906586
"Rps12",1198.6178788954,690.796526680326,1670.07363154861,2382.81314708376,976.937357938169,347.776185693794
"Rps6ka3",1198.11983236575,1069.84011679685,1305.71872181282,1714.92975403254,1216.82964983856,577.76907955144
"Cacng7",1196.99088529134,982.780149679979,914.637398222587,1266.19559932626,1097.81701853045,644.273506426125
"Ube2j1",1196.50457728005,880.579124718459,923.498187146959,1186.18873453367,1214.67847466954,770.17236273835
"Ldlrad4",1196.37909132613,1044.78777073466,1176.06897918551,949.646699494694,1185.82573908106,621.744612116377
"Psmd12",1196.36085556404,1011.29548161889,1551.16337015645,1634.92288923995,1169.11419158719,536.88558496454
"Atp5d",1196.18880006197,803.251576802499,981.662452344373,1019.21788627086,1085.58523269056,613.400626953154
"Wdr33",1193.9549829011,974.363779948894,1168.2700326049,1120.09610709631,1244.5699582637,565.227742338721
"Tomm22",1193.86350842392,774.260524824685,1284.54646076564,876.596953379717,1061.38515258016,473.122166683783
"Clmn",1193.45068718236,915.541790327749,1070.66956052897,904.425428090185,1077.09368249974,656.473591284176
"Galnt11",1193.40674166711,934.304545264763,1185.61815203356,859.204156685675,1292.19947123169,612.003448304986
"P4ha1",1193.30302228207,1013.47614019232,1282.05297009358,1367.0738201517,1807.74181187313,623.721469723004
"Med16",1192.24643770246,757.572251832143,1002.58370754177,869.639834702101,1228.0453003847,579.583016922812
"Ndufs8",1191.88612546133,657.627447986818,1094.01206018316,640.054918340746,1102.33592801094,411.284394349947
"Csnk1g3",1191.63695534474,961.720127858663,1227.02883356281,1134.01034445154,1118.70740137065,562.858029048989
"Nck2",1191.28144522414,1057.09970387069,1024.17268345804,1127.05322577392,1342.43222681353,815.642253490873
"Adam15",1190.91325729439,997.494132056374,928.743656832263,779.197291893082,1265.11152360783,692.713229984476
"Bpgm",1190.73055566934,1026.19978351334,1536.95101953016,1241.8456839546,1207.66035453074,481.934516290039
"Sall2",1190.26597206714,814.900076850007,990.102625246286,716.583223794531,1288.85814272597,579.695564288861
"Gpr17",1188.538961074,942.98618205759,1248.70620122381,1200.1029718889,1692.81155786181,915.155189772273
"Slc39a1",1188.10329872723,890.01928120247,1007.33072748328,852.247038008059,1005.45743431368,528.641817794936
"Smarcal1",1188.01122438684,833.770941985716,1070.52199209967,852.247038008059,1307.66490761195,546.271061470983
"Ppp1r26",1186.5567504522,926.833184246988,1279.60484955067,1095.74619172465,1277.32628859372,653.686468795093
"Rplp2",1186.49241827645,734.857612532873,1420.60703174804,1600.13729585187,938.574543328855,396.121141212242
"Sec13",1185.88073995924,972.892874154383,1201.96120736157,1047.04636098133,1327.55008441216,566.608499896016
"Rusc1",1185.23713601715,758.123209741727,836.496657582177,782.675851231891,1179.50775241829,564.41863267842
"Entpd6",1183.31163870436,990.446924737337,1016.29296102182,1147.92458180677,1326.39263593014,743.117338746978
"Gfra2",1183.26465762873,863.036621849325,1317.48363448463,1123.57466643511,1289.02887967236,637.271969594578
"Cdc16",1182.70285741274,907.575360893946,1006.55546008056,1057.48203899775,1244.88807232792,531.927691328353
"Abcf1",1182.64525799113,1047.16449583077,1238.68743086316,1238.36712461579,1508.06876966769,722.888120897575
"Cdc37",1181.04253116139,972.072828058125,1213.83640074153,935.73246213946,1146.38837436298,599.515494886854
"Ppp2r5e",1181.01839883213,1050.59616185019,1116.97457982809,1603.61585519067,1130.46276689145,685.983460989823
"Eif2ak1",1180.95171896774,905.801442260619,1007.27246732683,1120.09610709631,1239.58747977902,681.714866361182
"Birc2",1180.67639227704,970.511039357584,1612.78273059868,1394.90229486217,1332.69306565192,497.482274703659
"Csf1r",1180.64070851437,811.450167649049,908.238022726667,786.154410570699,1362.62370768094,672.138191795407
"Sos2",1179.2981366136,864.894882354999,1242.36473971662,967.039496188736,1200.61887333663,511.661746940498
"Unc5c",1178.54427099451,1048.21335152604,1319.97442581538,1614.0515332071,1175.51228430113,584.091050561331
"Gstp2",1178.27087703822,588.563267319566,841.738677017063,626.140680985512,1112.24572151577,541.428445594735
"Ivd",1177.68549244162,1055.47210890386,1017.48078095447,1071.39627635299,1188.28372085763,704.323558215025
"Ldb1",1177.34427568647,1017.93233496275,898.04894902007,887.032631396143,1169.23434085053,663.145287027226
"Gpr155",1176.57000467216,932.154689549299,1122.99527217093,1241.8456839546,1231.35200245443,638.065079966926
"Srp72",1175.29730817991,904.561237599725,1139.32391914377,1394.90229486217,1210.17906784278,636.476163041211
"Oscp1",1175.28471276376,845.000336000996,1154.25760324294,991.389411560395,1071.67545869652,583.56470688122
"Ube4a",1175.19440214457,923.377663525159,1193.89990177615,921.818224784227,1333.94389115802,606.062818066827
"Cdc23",1174.61587425425,976.861457133157,1180.57189933182,855.725597346867,1289.43148951035,615.487167966524
"Zfp131",1173.27154483562,1045.96903797396,1367.26849618967,1210.53864990532,1160.02537150565,683.390823130279
"Tbc1d13",1172.77464275343,990.004120318622,1054.27680973892,845.289919330442,1246.33688433716,691.77345747224
"Elmo1",1172.74644538854,924.885721508903,1122.41040735014,1290.54551469792,1157.99671023881,570.478738574208
"Tvp23a",1172.70869654717,919.596821917297,871.50963472334,580.919409581003,1077.22521650607,655.362054811552
"Dio2",1172.52298838952,1044.56314441668,1096.28573065691,953.125258833502,1451.12630501496,855.475043658769
"Nudt21",1172.42915935738,910.69196600587,1163.12970560826,1234.88856527698,1132.95137894003,689.085492434477
"Ddr1",1172.07112560626,899.636996716113,981.067349838192,730.497461149764,1114.12096003355,678.004557766306
"Med1",1171.99187111171,931.43945659135,1250.45365652974,1217.49576858294,1256.05775778083,618.937306079687
"Sh3rf1",1171.93055589914,911.276720781247,1017.46972314557,810.504325942358,1234.28393177818,710.158312748713
"Me3",1170.8108111812,1019.16095819694,1238.93245829398,1106.18186974107,1111.51910096466,631.342333349705
"Fbxo28",1170.6955355477,1038.33629331166,1191.96318744187,1370.55237949051,1276.10369263751,748.293984121388
"Fam20c",1170.61269825662,675.624769838739,972.281827275169,546.133816192919,1214.46086920046,562.115673441246
"X2900026A02Rik",1170.41898411734,990.064290722156,1212.23483668067,1478.38771899357,1206.09455098265,779.882301229266
"Zdhhc14",1169.97346195844,780.523881867918,1146.07215731815,900.946868751376,1693.75960351904,531.391634713116
"Gzf1",1169.3232339192,931.646450384037,1211.31791650069,810.504325942358,1296.70043217123,616.076064673454
"Ctss",1169.28328766769,804.700665325363,1054.53505392664,539.176697515302,1204.77316476538,553.162674794494
"Coq8a",1168.96127372957,891.546732320838,992.872735158412,640.054918340746,955.296737467569,456.194056415034
"Ache",1168.41619973725,921.620297820472,926.976313177202,890.511190734951,1084.18177496579,629.939278509587
"Fmr1",1167.85270501153,426.201396545955,1412.90419979073,396.555764624158,1014.13073008497,221.3713988016
"Lrrtm1",1167.71160609048,695.306626593287,928.014084034065,549.612375531727,1301.74138874499,554.094972184208
"X2310036O22Rik",1167.66013604504,782.665124357289,1208.34671264141,1113.13898841869,1118.89944135713,485.970815972229
"Fgf14",1167.18392745886,1030.44109577811,1137.67449183928,1380.98805750694,1020.17748290596,669.194670781175
"Wwc2",1167.03899558585,740.993944137647,1184.10025844054,653.96915569598,1212.12247804937,454.096442829276
"Taf2",1167.03004880047,981.67128010538,1247.65800987863,761.80449519904,1473.6786040646,623.842564847271
"Clec2l",1165.25135658891,994.966670625389,999.572295519398,813.982885281166,1068.73469409145,592.98487979932
"Slc25a14",1165.24745159937,882.381004955005,1084.77746163988,911.382546767801,1185.83197246845,502.418656619827
"Gnpat",1163.74281905437,812.096909818449,1168.41841282709,921.818224784227,1314.81175882666,595.34351643798
"Rnf103",1163.49288480123,971.000800346714,1152.45864886317,1088.78907304703,1111.73859167969,618.787349806233
"Eif1",1163.35583633317,892.916354517935,1262.90923346971,1947.99322973271,973.27407708833,485.11460092678
"Shisa7",1162.93632172065,915.288030618305,1148.84128651884,1095.74619172465,1302.8251648864,741.290212747936
"Arhgap39",1162.85560762616,944.415248888061,1259.03469488525,1054.00347965895,1427.56993465075,744.283870323461
"Cdk10",1162.84156296548,913.341602719382,1148.99703983716,810.504325942358,977.898358664828,544.679101941058
"Twf2",1162.41355537955,963.882706215116,1083.90564484951,1175.75305651724,1278.2641632077,574.643426872886
"Polr3e",1162.21511814834,943.182921895531,1020.44872098096,942.689580817077,1034.96302094745,654.311417472259
"Angel2",1162.03936202576,841.638659528893,1143.01824064962,1252.28136197102,1050.11528174749,559.110678648617
"Aldh2",1161.64519003704,786.874713830564,889.863345284228,893.989750073759,1184.40931432573,549.844130160877
"Tspyl2",1161.56525802616,936.86273647493,1018.48661991078,824.418563297591,1136.53360423278,593.882862221423
"Hist1h2ai",1161.16085698229,720.309857516583,1425.76530736331,980.953733543969,1103.23521977349,417.952429879479
"Irf2bp1",1160.44013770036,912.104972356877,944.587597849804,1116.6175477575,1275.16450043393,640.913269795583
"Pigq",1159.70671488357,811.193609352186,895.274213397835,793.111529248316,987.873872662755,583.611959089793
"Agl",1159.68181775478,902.567510556782,1319.46664988322,813.982885281166,1121.1227797483,555.954349096495
"Pnck",1159.12791829016,703.099037374682,964.014193318493,866.161275363292,1039.40840085846,444.85755687637
"Elovl6",1159.06908780085,979.231838706158,1275.93388555984,1238.36712461579,1405.86684064969,745.710902347467
"Wnt7b",1158.61952079166,713.647970616874,780.760925478419,525.262460160069,1106.49074028769,592.153907917125
"Ostm1",1157.70576970183,900.911340816404,1050.15721234017,963.560936849927,1126.02655717693,666.307066533065
"Pex14",1157.6567000601,867.283534590353,1034.2150033051,953.125258833502,1156.31933740733,617.653908076147
"Fnta",1157.6454720833,951.531192356861,1511.03019386122,1269.67415866507,1093.08546351508,476.311219337022
"Fastk",1156.56783500821,849.448253470303,921.990138965942,807.025766603549,1144.34599894894,609.100787561258
"Rogdi",1156.46583645926,829.259091250997,815.339084097704,970.518055527544,1136.74443486495,580.579438741097
"Ppp1r1a",1156.34293714398,576.33779049171,1080.34966618247,817.461444619974,982.963468278824,389.819775481552
"Reep2",1155.50535583753,835.738977968904,820.08408954055,960.082377511119,1136.10643413752,708.391800464846
"Zfp771",1153.95882833566,765.026637411962,1024.14831940187,653.96915569598,997.033580074742,426.157184989769
"Akirin1",1153.71837147013,854.807662330932,1218.44434773376,1380.98805750694,1156.42945547453,549.450305558606
"Smox",1153.59288624153,796.275887367877,1369.3356162978,702.668986439297,1340.93687205224,453.745747917615
